Path,Path
Priority,Priority
"Change Frequency","Change Frequency"
Add,Add
MageSuite,MageSuite
"Extended Sitemap","Extended Sitemap"
Configuration,Configuration
"Additional Links enabled","Additional Links enabled"
"Additional links","Additional links"
